ID,provincia,departamento,localidad,nombre_barrio,otros_nombres_barrio,tipo_de_barrio,cantidad_de_familias,anio_creo_barrio,luz,excretas,agua,energia_calefaccion,energia_cocinar,emergencias_policia,emergencias_bomberos,emergencias_ambulancia,plantacion_forestal,ribera_rio,pendiente,basural,torres_de_alta_tension,linea_de_tren,camino_de_alto_trafico,desechos_industriales,actividad_agropecuaria,relleno_sanitario,inundaciones,jardin_de_infantes,escuela_primaria,escuela_secundaria,hospital,sala_medica,comisaria,parada_transporte_publico,plaza,centro_de_deportes,alcantarillado,asfalto,alumbrado,recoleccion_de_residuos,organizaciones_externas,mayores_problemas_barrio1,cosas_que_mas_le_gustan1,poligono,IDENTIFICAR,anio
TE_001439,"BUENOS AIRES","ALMIRANTE BROWN",BURZACO,"la cumbre",,,250,1994,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-58.41780025076759,-34.82704698013288 -58.41493507449853,-34.82561535351208 -58.41650931947926,-34.82345755885392 -58.41933149908489,-34.8247856182426 -58.41886586469522,-34.8252167192151 -58.41891166385915,-34.82547786948429 -58.41780025076759,-34.82704698013288","NO CUMPLE CON LA DEFINICIÓN ",2016
TE_001440,"BUENOS AIRES","ALMIRANTE BROWN",BURZACO,ona,"la antena.",ASENTAMIENTO,1600,1994,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO",OTRO,"ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",NUNCA,NUNCA,NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","DENTRO DEL BARRIO","DENTRO DEL BARRIO","A MENOS DE 10 CUADRAS (1 KM)",NO,SÍ,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",,INSEGURIDAD/DELINCUENCIA,,"-58.43795399829884,-34.82743916872599 -58.44013630428563,-34.82448839366258 -58.4386879548944,-34.82374271782415 -58.43701315979492,-34.82598533913124 -58.43846509436929,-34.82673245007945 -58.43793609837708,-34.82742470654685 -58.43355043007033,-34.82529166820743 -58.43702981175242,-34.82049938286675 -58.44403914142369,-34.82393988946457 -58.44773925844284,-34.82590459998148 -58.44653239796082,-34.8275708180112 -58.44208752019934,-34.82536405982027 -58.43988589766242,-34.82837636962095 -58.43795399829884,-34.82743916872599","CUMPLE CON LA DEFINICIÓN ",2016
TE_001443,CHACO,"SAN FERNANDO",RESISTENCIA,"1° de Noviembre",,ASENTAMIENTO,80,2015,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA",OTRO,"NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,NO,NO,NO,OTRO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-59.018566,-27.47376 -59.01781400000001,-27.474451 -59.016812,-27.473632 -59.017639,-27.472906 -59.018566,-27.47376","CUMPLE CON LA DEFINICIÓN ",2016
TE_001444,CHACO,"SAN FERNANDO",RESISTENCIA,"As. 2 de Villa Facundo",,ASENTAMIENTO,95,2005,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","AGUA CORRIENTE DE RED PÚBLICA (CADA VECINO CON SU FACTURA, CON SU PROPIO MEDIDOR DE AGUA EN EL FRENTE DE CADA VIVIENDA)","NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","DENTRO DEL BARRIO","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS","UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-59.01246199999999,-27.476116 -59.01162500000001,-27.476813 -59.010727,-27.476018 -59.009516,-27.477077 -59.008536,-27.47616 -59.010142,-27.474718 -59.01105100000001,-27.47568 -59.01160300000001,-27.475216 -59.01246199999999,-27.476116","CUMPLE CON LA DEFINICIÓN ",2016
TE_001445,"BUENOS AIRES",QUILMES,"QUILMES (CABECERA PDO.)","Santísima Trinidad",,ASENTAMIENTO,230,1990,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","AGUA CORRIENTE DE RED PÚBLICA (CADA VECINO CON SU FACTURA, CON SU PROPIO MEDIDOR DE AGUA EN EL FRENTE DE CADA VIVIENDA)",,,,,,,,"NO SE ENCUENTRA CERCA DEL BARRIO",,,,,,,,,,,,,,,,,,,,,,,,,"-58.224375,-34.726606 -58.221929,-34.728846 -58.22319499999999,-34.729939 -58.221779,-34.730821 -58.22349499999999,-34.731773 -58.22613499999999,-34.73001 -58.22733600000001,-34.729269 -58.227448,-34.729216 -58.228049,-34.729463 -58.228264,-34.729401 -58.228538,-34.729163 -58.224375,-34.726606","CUMPLE CON LA DEFINICIÓN ",2016
TE_001446,"BUENOS AIRES",QUILMES,"QUILMES OESTE","Roña Bekerman 2","Las cañitas",ASENTAMIENTO,180,2011,"RED PÚBLICA CON MEDIDOR COMUNITARIO / SOCIAL. (NO HAY FACTURAS INDIVIDUALES, NO HAY UN MEDIDOR POR FAMILIA, SINO UNO O VARIOS MEDIDORES PARA MUCHAS FAMILIAS).","RED CLOACAL PÚBLICA CONECTADA AL PLUVIAL, AL DESAGÜE DE LLUVIA (CONEXIÓN ?FORMAL? PERO CONECTADA CON EL ALCANTARILLADO O DESAGÜE PLUVIAL).","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO",,"NO SABE / NO RESPONDE","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","A MENOS DE 10 CUADRAS (1 KM)","SI, PROVISTOS POR EL ESTADO.",SÍ,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)","NO SABE / NO RESPONDE","FALTA DE PAVIMENTACIÓN","UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.31326600000001,-34.755113 -58.31308954609334,-34.75551815852355 -58.31127749159128,-34.7569586867734 -58.31111852681742,-34.75686195752958 -58.31160588193969,-34.75646969200565 -58.3109278346718,-34.75608737008051 -58.31132223368794,-34.75580897123572 -58.31152492845076,-34.75559377788716 -58.31193195963134,-34.75533279564423 -58.31138014994649,-34.75485128590292 -58.31187979850611,-34.75437765189015 -58.31326600000001,-34.755113","CUMPLE CON LA DEFINICIÓN ",2016
TE_001447,"BUENOS AIRES",QUILMES,"VILLA LA FLORIDA",sayonara,,ASENTAMIENTO,35,2004,"RED PÚBLICA CON MEDIDOR COMUNITARIO / SOCIAL. (NO HAY FACTURAS INDIVIDUALES, NO HAY UN MEDIDOR POR FAMILIA, SINO UNO O VARIOS MEDIDORES PARA MUCHAS FAMILIAS).","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-58.3012819983649,-34.75854373518819 -58.30152018960402,-34.75821571378705 -58.30395740124578,-34.75930954389604 -58.30365461063651,-34.75966981251694 -58.3012819983649,-34.75854373518819","CUMPLE CON LA DEFINICIÓN ",2016
TE_001448,"BUENOS AIRES",QUILMES,"VILLA LA FLORIDA",covi,,ASENTAMIENTO,40,2003,"RED PÚBLICA CON MEDIDOR COMUNITARIO / SOCIAL. (NO HAY FACTURAS INDIVIDUALES, NO HAY UN MEDIDOR POR FAMILIA, SINO UNO O VARIOS MEDIDORES PARA MUCHAS FAMILIAS).","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","DENTRO DEL BARRIO",NO,NO,"SI, HECHOS POR LOS VECINOS.",NO,SÍ,INSEGURIDAD/DELINCUENCIA,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.30690605351316,-34.76090422777138 -58.30669885319684,-34.76116216030933 -58.30665463899575,-34.76118483286352 -58.30650187794291,-34.76123316690981 -58.30635534930232,-34.7612819066152 -58.30613139047833,-34.76115077243435 -58.30613803972215,-34.76115077225694 -58.30633018659872,-34.76106305173456 -58.30485188522987,-34.76038876029082 -58.3050094078818,-34.76013557174209 -58.30375040390457,-34.75958446385725 -58.30397147295012,-34.75931818397667 -58.30650826206234,-34.76045030615107 -58.30639870173801,-34.76068293464208 -58.30690605351316,-34.76090422777138","CUMPLE CON LA DEFINICIÓN ",2016
TE_001449,"BUENOS AIRES",QUILMES,"BERNAL OESTE",10/11/2016,"san Valentín",ASENTAMIENTO,20,1990,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,"A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 50 MTS","A MENOS DE 50 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","DENTRO DEL BARRIO","DENTRO DEL BARRIO","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","SI, PROVISTOS POR EL ESTADO.",SÍ,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,TRANQUILIDAD,"-58.34153634251942,-34.74651905200715 -58.34139672736657,-34.74667231150885 -58.33950665015469,-34.7456735204586 -58.33976778062232,-34.74538476734711 -58.34153634251942,-34.74651905200715","CUMPLE CON LA DEFINICIÓN ",2016
TE_001451,"BUENOS AIRES",QUILMES,"VILLA LA FLORIDA","la florida",,,200,1968,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","RED CLOACAL PÚBLICA (CONEXIÓN FORMAL A CADA DOMICILIO, EXCLUSIVO PARA LA ELIMINACIÓN DE EXCRETAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-58.30232898217201,-34.75918792027532 -58.30480611327638,-34.76033638142873 -58.30296424025116,-34.76268025512887 -58.30056090591927,-34.7614305905667 -58.30117102354793,-34.76068481195934 -58.30236875475816,-34.76128709802999 -58.30294684418539,-34.76058864257902 -58.30171325462325,-34.75996847042494 -58.30232898217201,-34.75918792027532","NO CUMPLE CON LA DEFINICIÓN ",2016
TE_001453,CÓRDOBA,COLÓN,"CÓRDOBA CAPITAL","la pastora",,ASENTAMIENTO,200,1940,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","TANQUE COMUNITARIO (TANQUE DE AGUA LA QUE ESTAN CONECTADOS LOS VECINOS)",OTRO,"GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)","DENTRO DEL BARRIO","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","DENTRO DEL BARRIO",NO,NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,INSEGURIDAD/DELINCUENCIA,OTRO,"-64.18089000000001,-31.306692 -64.184084,-31.306515 -64.18410900000001,-31.308286 -64.18090124808133,-31.3081753961509 -64.18089000000001,-31.306692","CUMPLE CON LA DEFINICIÓN ",2016
TE_001454,CHACO,"SAN FERNANDO","PUERTO VILELAS","Paraje Las 5 Bocas",,ASENTAMIENTO,35,2000,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA","A VECES",NUNCA,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",OTRO,"ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.",NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-58.910731,-27.534945 -58.907483,-27.545763 -58.90815899999999,-27.546118 -58.908293,-27.545842 -58.90993099999999,-27.542586 -58.91068899999999,-27.539634 -58.91162599999999,-27.539095 -58.910962,-27.537947 -58.911779,-27.535011 -58.910731,-27.534945","CUMPLE CON LA DEFINICIÓN ",2016
TE_001455,CHACO,"SAN FERNANDO","PUERTO VILELAS","Chacra 299",,ASENTAMIENTO,20,1989,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA",OTRO,"ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",NUNCA,"A VECES","A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,SÍ,"SI, PROVISTOS POR EL ESTADO.",NO,NO,OTRO,TRANQUILIDAD,"-58.938442,-27.52295 -58.94120800000001,-27.520367 -58.941598,-27.519642 -58.94178099999999,-27.519382 -58.942025,-27.519254 -58.942198,-27.519219 -58.94287199999999,-27.51921 -58.942844,-27.51953 -58.94213300000001,-27.51955 -58.941338,-27.52114 -58.94046153418225,-27.52207537438661 -58.94032429726602,-27.52278917747485 -58.93934512402944,-27.52360223330386 -58.938442,-27.52295","CUMPLE CON LA DEFINICIÓN ",2016
TE_001457,"BUENOS AIRES","LA PLATA","JOSÉ MELCHOR ROMERO","El Bajo",,ASENTAMIENTO,40,2000,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","AGUA CORRIENTE DE RED PÚBLICA (CADA VECINO CON SU FACTURA, CON SU PROPIO MEDIDOR DE AGUA EN EL FRENTE DE CADA VIVIENDA)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,,,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","SI, HECHOS POR LOS VECINOS.",SÍ,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS","EL PROGRESO PERCIBIDO EN EL BARRIO","-58.04108068436761,-34.95479982054368 -58.0407355476893,-34.954637550126 -58.03791030085594,-34.95205801261197 -58.04021883647377,-34.95038046283675 -58.04328681247579,-34.95316686547735 -58.04108068436761,-34.95479982054368","CUMPLE CON LA DEFINICIÓN ",2016
